ID,adj.P.Val,P.Value,t,B,logFC,GB_ACC,GI,Gene.Symbol,SPOT_ID
11762093_at,8.51E-01,7.57E-01,-3.12E-01,-6.831261,-1.84E-02,BC058009.1,NA,CFHR3,
11723551_x_at,8.51E-01,7.57E-01,-3.12E-01,-6.83127,-3.84E-02,NM_005490.2,NA,SH2D3A,
11762392_at,8.51E-01,7.57E-01,3.12E-01,-6.831291,1.93E-02,BC060886.1,NA,MYO9A,
11763882_at,8.51E-01,7.57E-01,3.12E-01,-6.831332,1.66E-02,AA421133,NA,LOC51145,
11754124_a_at,8.51E-01,7.57E-01,-3.12E-01,-6.831333,-1.71E-02,BT006968.1,NA,COTL1,
11726947_a_at,8.51E-01,7.57E-01,3.12E-01,-6.831344,2.65E-02,AF245703.1,NA,TLR8,
11744575_a_at,8.51E-01,7.57E-01,3.12E-01,-6.831351,1.20E-02,BC060809.1,NA,ELOVL2,
11740381_at,8.51E-01,7.57E-01,3.12E-01,-6.831372,1.40E-02,BC095520.1,NA,OR1G1,
11736620_x_at,8.51E-01,7.57E-01,3.12E-01,-6.831395,3.87E-02,NM_031409.3,NA,CCR6,
11729116_at,8.51E-01,7.57E-01,3.12E-01,-6.831422,1.53E-02,NM_002739.3,NA,PRKCG,
11758278_s_at,8.51E-01,7.58E-01,-3.12E-01,-6.831459,-1.72E-02,BG255727,NA,BCDIN3D,
11756149_x_at,8.51E-01,7.58E-01,3.12E-01,-6.831498,1.56E-02,CR617115.1,NA,PSG6,
11721842_a_at,8.52E-01,7.58E-01,-3.11E-01,-6.831585,-8.12E-02,BC012510.1,NA,GLIPR1,
11748498_x_at,8.52E-01,7.58E-01,-3.11E-01,-6.831593,-1.87E-02,AK292218.1,NA,ANKRD19P,
11764035_at,8.52E-01,7.58E-01,-3.11E-01,-6.831621,-2.86E-02,DB545670,NA,CCDC92,
11744687_x_at,8.52E-01,7.58E-01,3.11E-01,-6.831624,3.23E-02,AK125277.1,NA,ATG4B,
11717634_a_at,8.52E-01,7.58E-01,-3.11E-01,-6.831632,-3.26E-02,NM_004374.2,NA,COX6C,
11728908_at,8.52E-01,7.58E-01,-3.11E-01,-6.831638,-7.12E-02,AY190526.1,NA,B3GLCT,
11727829_a_at,8.52E-01,7.58E-01,3.11E-01,-6.831648,3.87E-02,BC009715.1,NA,SNAP29,
11742049_a_at,8.52E-01,7.58E-01,-3.11E-01,-6.831649,-4.37E-02,AK296211.1,NA,DMTF1,
11736135_at,8.52E-01,7.58E-01,-3.11E-01,-6.831663,-4.81E-02,M87284.1,NA,OAS2,
11738429_x_at,8.52E-01,7.58E-01,-3.11E-01,-6.831665,-1.26E-02,NM_000306.2,NA,POU1F1,
11725189_x_at,8.52E-01,7.58E-01,3.11E-01,-6.831665,2.61E-02,BX640971.1,NA,ADGRG6,
11730727_at,8.52E-01,7.58E-01,-3.11E-01,-6.831733,-1.88E-02,NM_002544.4,NA,OMG,
11738105_at,8.52E-01,7.58E-01,-3.11E-01,-6.831745,-2.91E-02,NM_014987.1,NA,IGSF9B,
11721037_a_at,8.52E-01,7.58E-01,-3.11E-01,-6.831769,-2.35E-02,AF175770.1,NA,SUFU,
11736632_at,8.52E-01,7.58E-01,-3.11E-01,-6.83177,-2.80E-02,NM_181773.2,NA,APOBEC3H,
11724792_a_at,8.52E-01,7.58E-01,3.11E-01,-6.831784,3.64E-02,NM_024419.3,NA,PGS1,
11758975_s_at,8.52E-01,7.58E-01,3.11E-01,-6.831789,3.39E-02,AF063608.1,NA,KIF5A,
11738890_a_at,8.52E-01,7.58E-01,-3.11E-01,-6.83183,-2.06E-02,NM_174897.1,NA,BPIFB6,
11760720_x_at,8.52E-01,7.58E-01,-3.11E-01,-6.83183,-1.75E-02,AK291706.1,NA,SLC52A3,
11741819_a_at,8.52E-01,7.58E-01,3.11E-01,-6.831835,1.95E-02,NM_000359.2,NA,TGM1,
11736781_x_at,8.52E-01,7.58E-01,3.10E-01,-6.831852,6.44E-02,BC077720.1,NA,RAB11FIP1,
11723675_a_at,8.52E-01,7.59E-01,-3.10E-01,-6.831896,-1.89E-02,NM_001231.4,NA,CASQ1,
11738575_at,8.52E-01,7.59E-01,-3.10E-01,-6.831907,-1.76E-02,NM_023917.2,NA,TAS2R9,
11741846_at,8.52E-01,7.59E-01,-3.10E-01,-6.831908,-2.33E-02,AY523978.1,NA,RAPH1,
11737680_at,8.52E-01,7.59E-01,-3.10E-01,-6.831912,-1.98E-02,NM_001038705.1,NA,GPR149,
11723013_x_at,8.52E-01,7.59E-01,3.10E-01,-6.83193,4.86E-02,BC005338.1,NA,CAPZA2,
11743179_a_at,8.52E-01,7.59E-01,3.10E-01,-6.831937,2.17E-02,AK001268.1,NA,RSF1,
11761119_x_at,8.52E-01,7.59E-01,-3.10E-01,-6.831954,-2.75E-02,AF257319.1,NA,SH3GLB2,
11755946_x_at,8.52E-01,7.59E-01,3.10E-01,-6.831977,2.85E-02,EU392552.1,NA,MED24,
11751938_a_at,8.52E-01,7.59E-01,3.10E-01,-6.831981,1.76E-02,AY152403.1,NA,EVC2,
11750136_a_at,8.52E-01,7.59E-01,3.10E-01,-6.832001,2.41E-02,AK296748.1,NA,ARHGAP36,
11715246_x_at,8.52E-01,7.59E-01,3.10E-01,-6.832022,2.80E-02,,111118993,ADGRB1,
11753233_x_at,8.52E-01,7.59E-01,3.10E-01,-6.832031,3.33E-02,AK297342.1,NA,NDRG1,
11732035_at,8.52E-01,7.59E-01,3.10E-01,-6.832034,2.65E-02,NM_017609.4,NA,CFAP46,
11745031_at,8.52E-01,7.59E-01,-3.10E-01,-6.832072,-2.43E-02,AB044137.1,NA,PPP1R2P9,
11750380_a_at,8.52E-01,7.59E-01,3.10E-01,-6.832082,2.59E-02,AK304829.1,NA,ZNF423,
11745675_a_at,8.52E-01,7.59E-01,3.10E-01,-6.832103,2.09E-02,DQ059645.1,NA,TRPV4,
11724403_at,8.52E-01,7.59E-01,-3.10E-01,-6.832132,-1.44E-01,NM_000625.4,NA,NOS2,
11725076_a_at,8.52E-01,7.59E-01,3.10E-01,-6.83215,1.62E-02,BC018710.1,NA,FAM126A,
11759920_at,8.52E-01,7.59E-01,-3.09E-01,-6.832174,-2.43E-02,BC070164.1,NA,PHC3,
11716827_at,8.52E-01,7.59E-01,-3.09E-01,-6.832178,-2.75E-02,NM_194326.2,NA,RPS19BP1,
11760733_at,8.53E-01,7.59E-01,-3.09E-01,-6.832201,-2.26E-02,AY504868.1,NA,CCNY,
11755365_a_at,8.53E-01,7.59E-01,-3.09E-01,-6.832236,-2.24E-02,BE747865,NA,ERC1,
11763807_at,8.53E-01,7.59E-01,-3.09E-01,-6.832256,-2.86E-02,CR620602.1,NA,MAP2K5,
11747454_a_at,8.53E-01,7.59E-01,3.09E-01,-6.832278,2.21E-02,AK304554.1,NA,ACTN4,
11761905_x_at,8.53E-01,7.59E-01,-3.09E-01,-6.832282,-1.99E-02,BC064632.1,NA,MCF2L2,
11763713_x_at,8.53E-01,7.59E-01,-3.09E-01,-6.832284,-1.90E-02,CR590998.1,NA,AAR2,
11748431_a_at,8.53E-01,7.60E-01,3.09E-01,-6.832353,2.37E-02,AK300608.1,NA,VPS33B,
11718793_at,8.53E-01,7.60E-01,-3.09E-01,-6.832397,-4.36E-02,NM_017867.2,NA,C4orf27,
11746049_a_at,8.53E-01,7.60E-01,3.09E-01,-6.832403,2.22E-02,AK297935.1,NA,VPS52,
11761833_x_at,8.53E-01,7.60E-01,3.09E-01,-6.832411,2.94E-02,AK303928.1,NA,PI16,
11764152_at,8.53E-01,7.60E-01,3.09E-01,-6.832427,2.75E-02,BU852819,NA,---,
11740291_x_at,8.53E-01,7.60E-01,3.09E-01,-6.832427,1.94E-02,D26481.1,NA,CYP4A11,
11736787_x_at,8.53E-01,7.60E-01,3.09E-01,-6.83243,1.61E-02,AF411818.1,NA,CATSPER2,
11735003_a_at,8.53E-01,7.60E-01,-3.09E-01,-6.83244,-3.24E-02,AK291042.1,NA,ST7L,
11760238_a_at,8.53E-01,7.60E-01,3.09E-01,-6.832476,1.70E-02,AK292699.1,NA,RWDD3,
11762972_x_at,8.53E-01,7.60E-01,3.08E-01,-6.832515,1.84E-02,AK302098.1,NA,WDR34,
11741494_a_at,8.53E-01,7.60E-01,-3.08E-01,-6.832534,-1.78E-02,AK294410.1,NA,BTBD1,
11720715_at,8.53E-01,7.60E-01,-3.08E-01,-6.832548,-6.47E-02,AB089319.1,NA,NIPA1,
11742925_a_at,8.53E-01,7.60E-01,-3.08E-01,-6.832548,-3.06E-02,CR457247.1,NA,LAMTOR1,
11759840_at,8.53E-01,7.60E-01,3.08E-01,-6.83255,2.15E-02,BC009009.1,NA,PLCB2,
11739291_a_at,8.53E-01,7.60E-01,3.08E-01,-6.832574,5.58E-02,AF212848.1,NA,EHF,
11729315_a_at,8.53E-01,7.60E-01,3.08E-01,-6.832587,2.12E-02,AK304341.1,NA,ULK4,
11716189_x_at,8.53E-01,7.60E-01,-3.08E-01,-6.832594,-3.27E-02,NM_001136232.1,NA,SEC13,
11741321_a_at,8.53E-01,7.60E-01,-3.08E-01,-6.83261,-2.67E-02,AK289379.1,NA,CREM,
11749232_a_at,8.53E-01,7.60E-01,3.08E-01,-6.832647,3.56E-02,BC032456.1,NA,ZCCHC6,
11722447_a_at,8.53E-01,7.60E-01,-3.08E-01,-6.832668,-3.15E-02,AF083108.2,NA,SIRT3,
11738207_a_at,8.53E-01,7.60E-01,-3.08E-01,-6.832668,-2.94E-02,NM_018341.1,NA,ERMARD,
11760827_at,8.53E-01,7.60E-01,-3.08E-01,-6.832685,-2.23E-02,BC012026.1,NA,---,
11729702_a_at,8.54E-01,7.61E-01,3.08E-01,-6.832786,7.05E-02,NM_080881.2,NA,DBN1,
11740837_a_at,8.54E-01,7.61E-01,3.08E-01,-6.832791,1.93E-02,AK294465.1,NA,TCEANC,
11729073_a_at,8.54E-01,7.61E-01,3.07E-01,-6.832827,1.53E-02,NM_001100917.1,NA,TSPAN19,
11764022_at,8.54E-01,7.61E-01,-3.07E-01,-6.83284,-1.63E-02,BX095557,NA,LOC105377245,
11728633_x_at,8.54E-01,7.61E-01,3.07E-01,-6.832844,1.55E-02,BC130466.1,NA,AP4E1,
11743270_a_at,8.54E-01,7.61E-01,3.07E-01,-6.832875,3.21E-02,BE396879,NA,RSRC2,
11745359_a_at,8.54E-01,7.61E-01,-3.07E-01,-6.832878,-1.96E-02,BC009010.1,NA,MLIP,
11720363_at,8.54E-01,7.61E-01,3.07E-01,-6.83288,3.91E-02,BC021905.1,NA,PHIP,
11726658_a_at,8.54E-01,7.61E-01,-3.07E-01,-6.832884,-1.85E-02,AK289928.1,NA,ADORA1,
11752375_a_at,8.54E-01,7.61E-01,-3.07E-01,-6.832894,-1.85E-02,AF304463.1,NA,TRPV6,
11735409_a_at,8.54E-01,7.61E-01,3.07E-01,-6.832895,1.97E-02,NM_003817.2,NA,ADAM7,
11748020_a_at,8.54E-01,7.61E-01,3.07E-01,-6.832911,1.90E-02,AK295756.1,NA,XPNPEP1,
11735657_at,8.54E-01,7.61E-01,3.07E-01,-6.832931,2.61E-02,NM_004977.2,NA,KCNC3,
11740014_a_at,8.54E-01,7.61E-01,-3.07E-01,-6.832943,-2.21E-02,AK293736.1,NA,RPL28,
11727392_s_at,8.54E-01,7.61E-01,3.07E-01,-6.832951,2.91E-02,BC078161.1,NA,COX15,
11752186_a_at,8.54E-01,7.61E-01,-3.07E-01,-6.832961,-1.93E-02,AK299852.1,NA,SLC27A1,
11730092_a_at,8.54E-01,7.61E-01,-3.07E-01,-6.832988,-3.15E-02,NM_001135111.1,NA,KCNK17,
11741849_x_at,8.54E-01,7.61E-01,3.07E-01,-6.833012,1.69E-02,BC069297.1,NA,KRTAP17-1,
11739632_at,8.54E-01,7.61E-01,-3.07E-01,-6.833013,-4.44E-02,AF117754.1,NA,MED13,
11746832_a_at,8.54E-01,7.61E-01,-3.07E-01,-6.833015,-2.12E-02,AB001895.1,NA,ARID1A,
11755723_s_at,8.54E-01,7.61E-01,3.07E-01,-6.833022,1.80E-02,X68679.1,NA,CFHR3 /// CFHR4,
11752650_a_at,8.54E-01,7.61E-01,3.07E-01,-6.833054,1.78E-02,AK304242.1,NA,RALGAPB,
11737760_s_at,8.54E-01,7.61E-01,3.07E-01,-6.833085,3.19E-02,NM_005168.3,NA,RND3,
11734535_s_at,8.54E-01,7.61E-01,3.06E-01,-6.833113,1.73E-02,NM_001083124.1,NA,SPATA31A1 /// SPATA31A3 /// SPATA31A5 /// SPATA31A6 /// SPATA31A7,
11739582_at,8.54E-01,7.62E-01,-3.06E-01,-6.83318,-2.83E-02,AA769920,NA,PRKD3,
11746067_a_at,8.54E-01,7.62E-01,3.06E-01,-6.833182,4.50E-02,AK300739.1,NA,CAAP1,
11745135_a_at,8.54E-01,7.62E-01,-3.06E-01,-6.833219,-1.98E-02,BC021178.2,NA,TMEM239,
11720117_a_at,8.54E-01,7.62E-01,-3.06E-01,-6.833238,-3.29E-02,NM_153253.29,NA,SIPA1,
11716583_a_at,8.54E-01,7.62E-01,3.06E-01,-6.833245,2.24E-02,NM_006519.1,NA,DYNLT1,
11759361_at,8.54E-01,7.62E-01,-3.06E-01,-6.833263,-2.49E-02,U89331.1,NA,SHOX,
11729687_at,8.54E-01,7.62E-01,3.06E-01,-6.833284,5.09E-02,AK056991.1,NA,LYRM7,
11726479_a_at,8.54E-01,7.62E-01,-3.06E-01,-6.833297,-8.79E-02,NM_002463.1,NA,MX2,
11754154_a_at,8.54E-01,7.62E-01,3.06E-01,-6.833346,2.33E-02,AY310359.1,NA,CYP1A1,
11752756_s_at,8.54E-01,7.62E-01,-3.06E-01,-6.833367,-1.79E-02,AK292544.1,NA,TBC1D26 /// TBC1D28,
11753079_a_at,8.54E-01,7.62E-01,-3.06E-01,-6.833379,-1.60E-02,AK300061.1,NA,DPF2,
11751401_a_at,8.54E-01,7.62E-01,-3.06E-01,-6.833382,-3.39E-02,AK298171.1,NA,PRPSAP1,
11747431_at,8.54E-01,7.62E-01,3.06E-01,-6.833383,2.37E-02,AK297963.1,NA,SPSB2,
11726957_a_at,8.54E-01,7.62E-01,-3.06E-01,-6.833384,-5.09E-02,NM_207040.1,NA,TCF12,
11731705_at,8.54E-01,7.62E-01,-3.06E-01,-6.833387,-1.93E-02,U83239.1,NA,CCL22,
11742479_s_at,8.54E-01,7.62E-01,3.06E-01,-6.833388,1.78E-02,NM_006588.2,NA,SULT1C4,
11732730_at,8.54E-01,7.62E-01,-3.06E-01,-6.833391,-2.03E-02,NM_018836.3,NA,AJAP1,
11735490_a_at,8.54E-01,7.62E-01,3.06E-01,-6.833412,1.74E-02,BC045762.1,NA,EMX1,
11762805_a_at,8.55E-01,7.62E-01,-3.05E-01,-6.833451,-1.99E-02,AK301602.1,NA,UCKL1,
11733008_a_at,8.55E-01,7.62E-01,-3.05E-01,-6.833466,-1.61E-02,AK291616.1,NA,AMOTL2,
11751397_x_at,8.55E-01,7.62E-01,-3.05E-01,-6.833489,-1.76E-02,AK298978.1,NA,COMMD9,
11746203_a_at,8.55E-01,7.62E-01,3.05E-01,-6.833495,2.04E-02,AK292071.1,NA,ASB13,
11759006_at,8.55E-01,7.62E-01,3.05E-01,-6.833506,1.59E-02,AF242768.1,NA,ZNF771,
11741115_s_at,8.55E-01,7.62E-01,-3.05E-01,-6.833511,-3.28E-02,BC067436.1,NA,CYP3A7 /// CYP3A7-CYP3A51P,
11737595_at,8.55E-01,7.62E-01,-3.05E-01,-6.833522,-1.50E-02,NM_001012706.1,NA,LINC01588,
11742363_at,8.55E-01,7.62E-01,-3.05E-01,-6.833532,-1.89E-02,BC146847.1,NA,OR6N1,
11762905_x_at,8.55E-01,7.63E-01,-3.05E-01,-6.833545,-1.89E-02,AK304373.1,NA,KRT17,
11728379_at,8.55E-01,7.63E-01,-3.05E-01,-6.833546,-5.34E-02,NM_032328.3,NA,EFCAB2,
11745630_a_at,8.55E-01,7.63E-01,-3.05E-01,-6.833548,-2.31E-02,AF323919.1,NA,LYG2,
11747906_at,8.55E-01,7.63E-01,-3.05E-01,-6.833593,-1.76E-02,BC136502.1,NA,LOC101060181 /// ZNF44,
11761707_x_at,8.55E-01,7.63E-01,3.05E-01,-6.833602,2.16E-02,AY455942.1,NA,HACD1,
11745363_at,8.55E-01,7.63E-01,-3.05E-01,-6.83361,-1.71E-02,BC093715.1,NA,LOC151121,
11717185_a_at,8.55E-01,7.63E-01,3.05E-01,-6.833612,2.31E-02,AK056972.1,NA,MEF2D,
11738139_s_at,8.55E-01,7.63E-01,-3.05E-01,-6.833619,-2.19E-02,BC146951.1,NA,KLHL33,
11750978_a_at,8.55E-01,7.63E-01,-3.05E-01,-6.833657,-1.95E-02,AF019381.1,NA,CRHR2,
11748891_x_at,8.55E-01,7.63E-01,3.05E-01,-6.833691,2.05E-02,AK296343.1,NA,CACFD1,
11721104_x_at,8.55E-01,7.63E-01,3.05E-01,-6.833702,2.45E-02,NM_178136.1,NA,POLDIP3,
11719776_at,8.55E-01,7.63E-01,3.05E-01,-6.83371,2.30E-02,BM982552,NA,NDST1,
11754928_x_at,8.55E-01,7.63E-01,3.05E-01,-6.833722,5.10E-02,BQ005945,NA,MYOF,
11744749_a_at,8.55E-01,7.63E-01,-3.04E-01,-6.833731,-3.33E-02,AY336749.1,NA,DNAJC11,
11750342_a_at,8.55E-01,7.63E-01,-3.04E-01,-6.833733,-1.63E-02,AK302854.1,NA,FRMPD1,
11762794_at,8.55E-01,7.63E-01,-3.04E-01,-6.833771,-1.42E-02,AK301104.1,NA,DAGLB,
11731324_a_at,8.55E-01,7.63E-01,-3.04E-01,-6.833788,-2.47E-02,NM_001001438.2,NA,LSS,
11730872_x_at,8.55E-01,7.63E-01,-3.04E-01,-6.833795,-2.06E-02,AY261332.1,NA,RASSF5,
11722727_s_at,8.55E-01,7.63E-01,3.04E-01,-6.833798,2.15E-02,AF217226.1,NA,ZNF286A /// ZNF286B,
11762104_at,8.55E-01,7.63E-01,-3.04E-01,-6.833809,-1.63E-02,BC036839.1,NA,MOCS1,
11737643_at,8.55E-01,7.63E-01,-3.04E-01,-6.833812,-1.97E-02,BC136757.1,NA,OR10AD1,
11715971_a_at,8.55E-01,7.63E-01,-3.04E-01,-6.833868,-4.63E-02,NM_002627.3,NA,PFKP,
11746325_a_at,8.55E-01,7.63E-01,-3.04E-01,-6.833915,-1.68E-02,AK295726.1,NA,HLF,
11730566_a_at,8.55E-01,7.64E-01,-3.04E-01,-6.83396,-1.89E-02,NM_178497.2,NA,C4orf26,
11756017_a_at,8.55E-01,7.64E-01,-3.04E-01,-6.833993,-1.72E-02,CR456349.1,NA,LOC105377403 /// RNF185,
11762144_at,8.55E-01,7.64E-01,3.04E-01,-6.833994,1.53E-02,AK302040.1,NA,EPHA6,
11729108_a_at,8.55E-01,7.64E-01,3.04E-01,-6.834017,1.62E-02,M30047.1,NA,MBP,
11752297_x_at,8.55E-01,7.64E-01,3.04E-01,-6.83402,2.24E-02,AY084054.1,NA,CIITA,
11734240_x_at,8.55E-01,7.64E-01,-3.04E-01,-6.834036,-2.90E-02,NM_152503.4,NA,MROH8,
11754993_s_at,8.55E-01,7.64E-01,3.03E-01,-6.834058,7.95E-02,CF132350,NA,PXDN,
11723883_at,8.55E-01,7.64E-01,3.03E-01,-6.834076,6.06E-02,BC036652.1,NA,SOWAHC,
11738448_a_at,8.56E-01,7.64E-01,-3.03E-01,-6.834098,-2.02E-02,BC108920.1,NA,RUNX2,
11715550_at,8.56E-01,7.64E-01,3.03E-01,-6.834098,3.28E-02,NM_004393.2,NA,DAG1,
11740636_at,8.56E-01,7.64E-01,-3.03E-01,-6.834125,-2.33E-02,AK289385.1,NA,ZNF774,
11760681_x_at,8.56E-01,7.64E-01,-3.03E-01,-6.834127,-1.46E-02,BC041350.1,NA,PPM1K,
11743590_a_at,8.56E-01,7.64E-01,-3.03E-01,-6.834132,-2.41E-02,AK074072.1,NA,SNX29,
11734375_a_at,8.56E-01,7.64E-01,-3.03E-01,-6.834146,-1.69E-02,NM_203309.1,NA,HEATR4,
11739851_a_at,8.56E-01,7.64E-01,3.03E-01,-6.834192,1.87E-02,BC057765.1,NA,HTRA4,
11724840_at,8.56E-01,7.64E-01,3.03E-01,-6.834214,5.05E-02,BC062620.1,NA,PKN2,
11749279_a_at,8.56E-01,7.64E-01,-3.03E-01,-6.834226,-1.64E-02,AK304107.1,NA,ARHGAP9,
11760286_at,8.56E-01,7.64E-01,3.03E-01,-6.834229,2.15E-02,BC078179.1,NA,EIF2AK4,
11762386_at,8.56E-01,7.64E-01,3.03E-01,-6.834243,2.24E-02,AF391558.1,NA,MYO3B,
11725390_a_at,8.56E-01,7.64E-01,3.03E-01,-6.834297,2.05E-02,AK292704.1,NA,CD6,
11715134_s_at,8.56E-01,7.64E-01,-3.03E-01,-6.834303,-1.32E-02,,22748922,GLIPR1L2,
11730844_a_at,8.56E-01,7.64E-01,3.03E-01,-6.834334,1.53E-02,D88532.1,NA,PIK3R3,
11745173_a_at,8.56E-01,7.64E-01,-3.03E-01,-6.834344,-3.53E-02,BM971304,NA,ATF6,
11742168_at,8.56E-01,7.64E-01,-3.03E-01,-6.834347,-1.58E-02,NM_203392.2,NA,FAM27L,
11733844_a_at,8.56E-01,7.64E-01,-3.02E-01,-6.83435,-7.69E-02,EF560721.1,NA,AMACR /// C1QTNF3-AMACR,
11751969_x_at,8.56E-01,7.65E-01,3.02E-01,-6.834374,2.33E-02,BC144340.1,NA,FAM193A,
11747862_x_at,8.56E-01,7.65E-01,3.02E-01,-6.834381,2.35E-02,AK294513.1,NA,BCAR1,
11739671_a_at,8.56E-01,7.65E-01,3.02E-01,-6.834382,2.22E-02,U52518.1,NA,GRAP /// GRAPL,
11761308_s_at,8.56E-01,7.65E-01,3.02E-01,-6.834404,2.48E-02,AK294687.1,NA,PIH1D1,
11759087_a_at,8.56E-01,7.65E-01,-3.02E-01,-6.834405,-3.30E-02,BC032598.1,NA,NHLRC2,
11721348_a_at,8.56E-01,7.65E-01,-3.02E-01,-6.834408,-3.05E-02,NM_017857.2,NA,SSH3,
11745340_x_at,8.56E-01,7.65E-01,3.02E-01,-6.83442,1.99E-02,BG996009,NA,NUMBL,
11738869_at,8.56E-01,7.65E-01,-3.02E-01,-6.834422,-1.66E-02,NM_005992.1,NA,TBX1,
11759627_at,8.56E-01,7.65E-01,-3.02E-01,-6.834438,-4.28E-02,BC110908.1,NA,USP15,
11719656_at,8.56E-01,7.65E-01,-3.02E-01,-6.834457,-1.90E-02,NM_003008.2,NA,SEMG2,
11752242_a_at,8.56E-01,7.65E-01,-3.02E-01,-6.834483,-1.76E-02,AK296849.1,NA,SBNO2,
11760629_at,8.56E-01,7.65E-01,-3.02E-01,-6.834484,-2.52E-02,BC146659.1,NA,LIPC,
11741221_a_at,8.56E-01,7.65E-01,3.02E-01,-6.834485,5.82E-02,AK292195.1,NA,COLCA2,
11759960_a_at,8.56E-01,7.65E-01,3.02E-01,-6.834495,1.62E-01,BC035312.1,NA,TXLNGY,
11715111_s_at,8.56E-01,7.65E-01,-3.02E-01,-6.834514,-2.30E-02,,146229337,CGB /// CGB1 /// CGB2 /// CGB5 /// CGB7 /// CGB8,
11746250_a_at,8.56E-01,7.65E-01,3.02E-01,-6.834518,1.99E-02,CR609935.1,NA,PIFO,
11761333_x_at,8.56E-01,7.65E-01,3.02E-01,-6.834548,2.27E-02,AK303451.1,NA,CDK11A,
11747649_a_at,8.56E-01,7.65E-01,-3.02E-01,-6.834582,-2.18E-02,AK303654.1,NA,GPR132,
11763415_at,8.56E-01,7.65E-01,-3.02E-01,-6.834598,-3.70E-02,DB342771,NA,---,
11742625_at,8.56E-01,7.65E-01,3.02E-01,-6.834626,1.79E-02,NM_001005324.1,NA,OR10V1,
11743411_a_at,8.56E-01,7.65E-01,-3.02E-01,-6.834651,-3.73E-02,BG251218,NA,RBM25,
11750333_a_at,8.56E-01,7.65E-01,3.01E-01,-6.834661,2.32E-02,AK304118.1,NA,CDHR3,
11725049_s_at,8.56E-01,7.65E-01,3.01E-01,-6.834662,2.75E-02,NM_004309.3,NA,ARHGDIA,
11732416_a_at,8.56E-01,7.65E-01,3.01E-01,-6.834669,2.26E-02,U16296.1,NA,TIAM1,
11730564_a_at,8.56E-01,7.65E-01,-3.01E-01,-6.834673,-1.34E-02,NM_001013623.2,NA,ZC2HC1B,
11728278_at,8.56E-01,7.65E-01,3.01E-01,-6.834705,4.12E-02,NM_030821.4,NA,CASP6 /// PLA2G12A,
11721740_at,8.56E-01,7.65E-01,3.01E-01,-6.834718,8.84E-02,NM_020335.1,NA,VANGL2,
11732188_at,8.56E-01,7.65E-01,-3.01E-01,-6.83475,-2.54E-02,AK024317.1,NA,PI4K2A,
11737632_at,8.56E-01,7.65E-01,-3.01E-01,-6.83475,-1.47E-02,BC113866.1,NA,SLC26A7,
11717652_s_at,8.56E-01,7.65E-01,-3.01E-01,-6.834751,-3.74E-02,NM_005841.1,NA,SPRY1,
11755627_s_at,8.57E-01,7.66E-01,3.01E-01,-6.834806,1.41E-02,DA080085,NA,ANKRD34C,
11739623_at,8.57E-01,7.66E-01,3.01E-01,-6.834818,1.81E-02,AK297931.1,NA,VSTM4,
11717633_at,8.57E-01,7.66E-01,-3.01E-01,-6.834828,-3.27E-02,NM_018847.2,NA,KLHL9,
11752313_a_at,8.57E-01,7.66E-01,-3.01E-01,-6.834836,-1.32E-02,AK304331.1,NA,TDRD1,
11739420_a_at,8.57E-01,7.66E-01,-3.01E-01,-6.83485,-1.40E-02,AA919119,NA,AMPD3,
11741818_s_at,8.57E-01,7.66E-01,-3.01E-01,-6.834856,-2.11E-02,NM_001040410.1,NA,C9orf131,
11747607_a_at,8.57E-01,7.66E-01,3.01E-01,-6.834871,2.51E-02,AY847299.1,NA,P2RX7,
11754106_a_at,8.57E-01,7.66E-01,-3.01E-01,-6.834884,-6.46E-02,CR457416.1,NA,EFNA1,
11731228_a_at,8.57E-01,7.66E-01,3.01E-01,-6.83491,2.41E-02,NM_023932.2,NA,DLK2,
11722372_a_at,8.57E-01,7.66E-01,3.01E-01,-6.834915,3.08E-02,NM_015044.3,NA,GGA2,
11758355_s_at,8.57E-01,7.66E-01,-3.01E-01,-6.834919,-5.20E-02,BM844526,NA,CLDN4,
11742675_x_at,8.57E-01,7.66E-01,3.01E-01,-6.834929,2.05E-02,NM_178433.1,NA,LCE3B,
11740944_at,8.57E-01,7.66E-01,3.01E-01,-6.83493,1.38E-02,NM_005373.2,NA,MPL,
11728926_at,8.57E-01,7.66E-01,3.01E-01,-6.834945,2.48E-02,NM_145912.5,NA,NFAM1,
11733878_a_at,8.57E-01,7.66E-01,-3.00E-01,-6.83497,-6.45E-02,NM_005358.5,NA,LMO7,
AFFX-r2-TagE_at,8.57E-01,7.66E-01,3.00E-01,-6.835046,2.01E-02,,NA,---,AFFX-r2-TagE_at
11722911_at,8.57E-01,7.66E-01,3.00E-01,-6.835061,3.57E-02,CR591494.1,NA,USP13,
11733355_x_at,8.57E-01,7.66E-01,-3.00E-01,-6.835097,-7.76E-02,NM_001736.3,NA,C5AR1,
11732429_at,8.57E-01,7.66E-01,3.00E-01,-6.835126,2.54E-02,NM_000025.2,NA,ADRB3,
11761762_a_at,8.57E-01,7.66E-01,3.00E-01,-6.835133,2.29E-02,AK295523.1,NA,FSD1,
11752930_a_at,8.57E-01,7.66E-01,3.00E-01,-6.835149,1.08E-01,AK298032.1,NA,GBP1,
11734503_x_at,8.57E-01,7.67E-01,-3.00E-01,-6.835183,-2.00E-02,NM_001140.3,NA,ALOX15,
